position,edge_id,osm_way_id,osm_url,piece_index,direction,from_node,to_node,name,highway,travelled_m,route_start_m,route_end_m,entered,start_elevation_m,end_elevation_m,net_dz_m,descent_m,ascent_m,mean_grade_ratio,surface_class,surface_is_assumed,usability,usability_reason,structure_status,start_lat,start_lon,end_lat,end_lon,tag_bridge,tag_tunnel,tag_covered,tag_layer,tag_tracktype,tag_surface,tag_smoothness
76,osm-222918432-0-forward,222918432,https://www.openstreetmap.org/way/222918432,0,forward,518445642,1217815547,D 211C,tertiary,84.76,7585.06,7669.82,True,1495.97,1488.08,-7.89,7.89,0.0,-0.09363,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.0822,6.059714,45.081922,6.058728,,,,,,asphalt,
77,osm-222918432-1-forward,222918432,https://www.openstreetmap.org/way/222918432,1,forward,1217815547,1217815486,D 211C,tertiary,20.98,7669.82,7690.8,True,1488.08,1485.84,-2.24,2.24,0.0,-0.10738,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.081922,6.058728,45.081827,6.058499,,,,,,asphalt,
78,osm-222918432-2-forward,222918432,https://www.openstreetmap.org/way/222918432,2,forward,1217815486,10708974419,D 211C,tertiary,12.47,7690.8,7703.28,True,1485.84,1484.58,-1.26,1.26,0.0,-0.10153,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.081827,6.058499,45.081767,6.058366,,,,,,asphalt,
79,osm-222918432-3-forward,222918432,https://www.openstreetmap.org/way/222918432,3,forward,10708974419,518445636,D 211C,tertiary,34.37,7703.28,7737.65,True,1484.58,1483.53,-1.05,1.05,0.0,-0.03056,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.081767,6.058366,45.081676,6.057949,,,,,,asphalt,
80,osm-222918432-4-forward,222918432,https://www.openstreetmap.org/way/222918432,4,forward,518445636,1217765995,D 211C,tertiary,4.84,7737.65,7742.49,True,1483.53,1483.45,-0.08,0.08,0.0,-0.01653,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.081676,6.057949,45.081667,6.057889,,,,,,asphalt,
81,osm-222918432-5-forward,222918432,https://www.openstreetmap.org/way/222918432,5,forward,1217765995,1217765764,D 211C,tertiary,16.49,7742.49,7758.98,True,1483.45,1483.46,0.01,-0.0,0.01,0.00061,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.081667,6.057889,45.081666,6.057679,,,,,,asphalt,
82,osm-222918432-6-forward,222918432,https://www.openstreetmap.org/way/222918432,6,forward,1217765764,1217765880,D 211C,tertiary,14.75,7758.98,7773.74,True,1483.46,1482.39,-1.07,1.07,0.0,-0.07272,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.081666,6.057679,45.081641,6.057495,,,,,,asphalt,
83,osm-222918432-7-forward,222918432,https://www.openstreetmap.org/way/222918432,7,forward,1217765880,1217732285,D 211C,tertiary,10.72,7773.74,7784.46,True,1482.39,1482.16,-0.23,0.23,0.0,-0.02145,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.081641,6.057495,45.081646,6.057359,,,,,,asphalt,
84,osm-222918432-8-forward,222918432,https://www.openstreetmap.org/way/222918432,8,forward,1217732285,1217765899,D 211C,tertiary,26.5,7784.46,7810.96,True,1482.16,1482.03,-0.13,0.13,0.0,-0.00491,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.081646,6.057359,45.081747,6.057054,,,,,,asphalt,
85,osm-222918432-9-forward,222918432,https://www.openstreetmap.org/way/222918432,9,forward,1217765899,10708974441,D 211C,tertiary,33.59,7810.96,7844.55,True,1482.03,1479.81,-2.22,2.22,0.0,-0.06624,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.081747,6.057054,45.081875,6.056672,,,,,,asphalt,
86,osm-222918432-10-forward,222918432,https://www.openstreetmap.org/way/222918432,10,forward,10708974441,518445630,D 211C,tertiary,29.6,7844.55,7874.15,True,1479.81,1474.73,-5.08,5.08,0.0,-0.17464,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.081875,6.056672,45.081956,6.056339,,,,,,asphalt,
87,osm-72898374-0-forward,72898374,https://www.openstreetmap.org/way/72898374,0,forward,518445630,11619002983,D 212B,tertiary,94.5,7874.15,7968.65,True,1474.73,1466.15,-8.58,8.58,0.0,-0.09121,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.081956,6.056339,45.081138,6.056607,,,,,,asphalt,
88,osm-72898374-1-forward,72898374,https://www.openstreetmap.org/way/72898374,1,forward,11619002983,1217732284,D 212B,tertiary,28.09,7968.65,7996.74,True,1466.15,1464.73,-1.42,1.42,0.0,-0.05061,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.081138,6.056607,45.080969,6.05687,,,,,,asphalt,
89,osm-72898374-2-forward,72898374,https://www.openstreetmap.org/way/72898374,2,forward,1217732284,1217765261,D 212B,tertiary,7.65,7996.74,8004.39,True,1464.73,1463.96,-0.77,0.77,0.0,-0.10117,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.080969,6.05687,45.080935,6.056954,,,,,,asphalt,
90,osm-72898374-3-forward,72898374,https://www.openstreetmap.org/way/72898374,3,forward,1217765261,1217765728,D 212B,tertiary,35.03,8004.39,8039.43,True,1463.96,1458.19,-5.77,5.77,0.0,-0.16704,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.080935,6.056954,45.080815,6.057358,,,,,,asphalt,
91,osm-72898374-4-forward,72898374,https://www.openstreetmap.org/way/72898374,4,forward,1217765728,1217766794,D 212B,tertiary,56.23,8039.43,8095.66,True,1458.19,1452.09,-6.1,6.1,0.0,-0.10916,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.080815,6.057358,45.080782,6.058066,,,,,,asphalt,
92,osm-72898374-5-forward,72898374,https://www.openstreetmap.org/way/72898374,5,forward,1217766794,11189119778,D 212B,tertiary,5.38,8095.66,8101.04,True,1452.09,1451.44,-0.65,0.65,0.0,-0.12165,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.080782,6.058066,45.080782,6.058134,,,,,,asphalt,
93,osm-72898374-6-forward,72898374,https://www.openstreetmap.org/way/72898374,6,forward,11189119778,3348764677,D 212B,tertiary,54.25,8101.04,8155.29,True,1451.44,1448.08,-3.36,3.36,0.0,-0.06234,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.080782,6.058134,45.080875,6.058785,,,,,,asphalt,
94,osm-1082369795-0-forward,1082369795,https://www.openstreetmap.org/way/1082369795,0,forward,3348764677,1217767076,D 211,secondary,181.29,8155.29,8336.58,True,1448.08,1433.81,-14.27,14.27,0.0,-0.07899,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.080875,6.058785,45.080066,6.056801,,,,,,asphalt,
95,osm-1082369795-1-forward,1082369795,https://www.openstreetmap.org/way/1082369795,1,forward,1217767076,1217766233,D 211,secondary,42.85,8336.58,8379.42,True,1433.81,1436.55,2.74,-0.0,2.74,0.06408,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.080066,6.056801,45.0801,6.056262,,,,,,asphalt,
96,osm-1082369795-2-forward,1082369795,https://www.openstreetmap.org/way/1082369795,2,forward,1217766233,687754951,D 211,secondary,58.99,8379.42,8438.42,True,1436.55,1435.86,-0.69,1.52,0.83,-0.01171,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.0801,6.056262,45.080398,6.055687,,,,,,asphalt,
97,osm-1082369794-0-forward,1082369794,https://www.openstreetmap.org/way/1082369794,0,forward,687754951,251670872,D 211,secondary,385.62,8438.42,8824.04,True,1435.86,1399.07,-36.79,39.67,2.88,-0.09615,asphalt_good,False,paved_reference,"surface=asphalt, smoothness unstated",normal,45.080398,6.055687,45.07818,6.054085,,,,,,asphalt,
